minute_end,peak_second,reference_ru_per_second,metric_ru_per_second,reference_rru,reference_wru,metric_rru,metric_wru,absolute_error,relative_error,minute_mean_ru_per_second,exporter_first_seen_delay_seconds
1789909680,1789909625,1647.2141904114583,1647.2141904114794,8.607940411458333,1638.60625,8.607940411458333,1638.6062500000212,2.114575181622058e-11,1.283728123477286e-14,52.615335874175344,30.464925527572632
1789909740,1789909689,1095.1532812447917,1095.1532812448015,8.686093744791666,1086.4671875000001,8.686093744791666,1086.46718750001,9.777068044058979e-12,8.927579555754972e-15,43.30673970972222,30.606786489486694
