minute_end,peak_second,reference_ru_per_second,metric_ru_per_second,reference_rru,reference_wru,metric_rru,metric_wru,absolute_error,relative_error,minute_mean_ru_per_second,exporter_first_seen_delay_seconds
1789906620,1789906593,578.5997257447917,578.599725744791,8.649725744791667,569.95,8.649725744791667,569.9499999999994,6.821210263296962e-13,1.1789169541199637e-15,31.104285602864586,30.810542106628418
1789906680,1789906626,1100.5372544114582,1100.5372544114634,1100.5372544114582,0.0,1100.5372544114634,0.0,5.229594535194337e-12,4.751855981459713e-15,62.38790807799479,30.481475353240967
1789906740,1789906699,844.283082734375,844.2830827343804,844.283082734375,0.0,844.2830827343804,0.0,5.4569682106375694e-12,6.4634342701314315e-15,36.576641099999996,30.672502040863037
1789906800,1789906759,1046.3367182760417,1046.3367182760492,1046.3367182760417,0.0,1046.3367182760492,0.0,7.503331289626658e-12,7.171048438392994e-15,43.28167545138889,30.35184597969055
1789906860,1789906855,1329.0341931875,1329.0341931874948,1329.0341931875,0.0,1329.0341931874948,0.0,5.229594535194337e-12,3.934883362670976e-15,43.79273453650173,30.515889644622803
